City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Upington,ZA,-28.4478,21.2561,50.04,34,0,12.64,clear sky
701,Oksbol,DK,55.6268,8.2876,56.91,93,55,6.42,broken clouds
702,Esmeraldas,BR,-19.7625,-44.3139,61.66,61,0,3.33,clear sky
703,Novoagansk,RU,61.9449,76.6625,57.63,93,100,9.62,overcast clouds
704,Linares,CL,-35.85,-71.6,45.37,89,16,3.53,few clouds
705,Qitaihe,CN,45.8,130.85,68.22,73,100,0.81,moderate rain
706,Ilabaya,PE,-17.4208,-70.5133,56.91,55,6,0.83,clear sky
707,Baoding,CN,38.8511,115.4903,83.01,44,85,7.9,overcast clouds
708,Jieshi,CN,22.8134,115.8257,82.11,81,97,11.88,moderate rain
709,Matadi,CD,-5.8167,13.45,67.68,95,52,2.62,broken clouds
710,Salta,AR,-24.7859,-65.4117,47.57,79,0,3.0,clear sky
711,Berlevag,NO,70.8578,29.0864,39.2,87,100,10.36,overcast clouds
712,Billings,US,45.7833,-108.5007,83.28,38,20,18.41,few clouds
713,Tres Picos,MX,15.8667,-93.5333,77.47,87,100,1.57,overcast clouds
714,Teya,RU,60.3778,92.6267,57.29,99,100,0.72,heavy intensity rain
715,Vereeniging,ZA,-26.6731,27.9261,37.85,31,0,2.75,clear sky
716,Rehoboth,NA,-23.3167,17.0833,52.0,35,3,6.11,clear sky
717,Russell,US,32.3502,-85.1999,89.2,83,0,3.44,clear sky
718,Chateau-Thierry,FR,49.05,3.4,64.36,73,89,4.9,overcast clouds
719,Zhigalovo,RU,54.8097,105.1578,73.45,61,91,2.3,overcast clouds
720,Bonavista,CA,48.6499,-53.1147,50.09,83,5,13.02,clear sky
721,Maragheh,IR,37.3917,46.2398,66.45,53,0,10.38,clear sky
722,Tambilil,PH,5.9622,124.6697,83.62,70,100,1.39,overcast clouds
723,Kroya,ID,-7.6331,109.2461,78.76,83,100,2.8,overcast clouds
724,Belyy Yar,RU,53.6039,91.3903,62.85,66,0,4.47,clear sky
725,Kasempa,ZM,-13.4584,25.8338,53.29,54,0,5.12,clear sky
726,Buritizeiro,BR,-17.3511,-44.9622,64.78,58,0,2.82,clear sky
